File,Step,Summary,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,Calibration Reason,Red Team Activity,Hosts,Users
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,CertEnrollSvc.exe allocates VirtualAlloc private page flipped to PAGE_EXECUTE_READ via VirtualProtect writing NtFsControlFile/NtOpenThreadToken/NtDuplicateToken indirect syscall trampolines on IIS01,Stealth,T1620,Reflective Code Loading,Windows,"`CertEnrollSvc.exe` process on IIS01 contains a private executable memory region (VAD entry: MEM_PRIVATE, EXECUTE_READ, no file backing) created via `VirtualAlloc(PAGE_READWRITE)` + `VirtualProtect(PAGE_EXECUTE_READ)` - memory scanning flags a no-file-backing executable page in a process spawned from `sqlservr.exe`; RWX-lifecycle private allocation (write then flip to execute) detectable via ETW VirtualAlloc/VirtualProtect telemetry from a process with no established baseline for private code allocation",Calibrated - Not Benign,-,"CertEnrollSvc.exe: `VirtualAlloc(PAGE_READWRITE)` allocates a private page, writes indirect syscall stubs for NtFsControlFile, NtOpenThreadToken, NtDuplicateToken, then `VirtualProtect(PAGE_EXECUTE_READ)` marks executable - VAD entry shows MEM_PRIVATE EXECUTE_READ with no file backing; token theft chain dispatched via these trampolines, bypassing advapi32 hook points",IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,CertEnrollSvc.exe EfsPotato named-pipe impersonation: creates attacker pipe → coerces LSASS via EfsRpcEncryptFileSrv → captures and duplicates SYSTEM token,Privilege Escalation,T1134.001,Access Token Manipulation: Token Impersonation/Theft,Windows,"`CertEnrollSvc.exe` (running as `NT SERVICE\MSSQL$SQLEXPRESS`) creates a named pipe with GUID-format name (`\\.\pipe\{guid}`) and subsequently calls `NtOpenThreadToken` + `NtDuplicateToken` - named pipe impersonation sequence by a non-SYSTEM service binary in `C:\ProgramData\` on IIS01, detectable via file I/O pipe-creation event and native API monitoring kernel callbacks",Calibrated - Not Benign,-,"`CertEnrollSvc.exe` executes the full EfsPotato chain: **(1)** creates a named pipe at `\\.\pipe\{guid}` (file I/O telemetry - pipe creation by a non-SYSTEM service process); **(2)** issues `EfsRpcEncryptFileSrv` RPC call targeting the `lsarpc` named pipe to force LSASS to connect to the attacker pipe (RPC/ETW telemetry - EFSSVC must be running); **(3)** calls `FSCTL_PIPE_IMPERSONATE` on the pipe handle, retrieves the SYSTEM impersonation token via `NtOpenThreadToken`, and duplicates it to a primary token via `NtDuplicateToken` (native API monitoring - kernel callback for token duplication sequence)",IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,"CertEnrollSvc.exe executes FSCTL_PIPE_IMPERSONATE, NtOpenThreadToken, NtDuplicateToken via indirect syscall trampolines bypassing advapi32 hook entry points on IIS01",Stealth,T1134.001,Access Token Manipulation: Token Impersonation/Theft,Windows,"`CertEnrollSvc.exe` on IIS01 issues `NtFsControlFile` (FSCTL_PIPE_IMPERSONATE code), `NtOpenThreadToken`, and `NtDuplicateToken` via syscall stubs executing from a private EXECUTE_READ (no-file-backing) memory allocation - native API monitoring (kernel callback) observes the syscall return address pointing into the MEM_PRIVATE region rather than `ntdll.dll`, indicating direct-syscall dispatch; `advapi32.dll` hook entry points (`ImpersonateNamedPipeClient`, `DuplicateTokenEx`) are not invoked",Calibrated - Not Benign,-,Token capture and duplication chain executed via VirtualAlloc trampoline page - not advapi32 ImpersonateNamedPipeClient: NtFsControlFile (FSCTL_PIPE_IMPERSONATE) → NtOpenThreadToken → NtDuplicateToken invoked directly via syscall stubs; advapi32 hook intercept points bypassed on x64,IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,CertEnrollSvc.exe CreateProcessWithTokenW spawns cmd.exe as NT AUTHORITY\SYSTEM,Privilege Escalation,T1134.002,Access Token Manipulation: Create Process with Token,Windows,`cmd.exe` spawned by `CertEnrollSvc.exe` on IIS01 runs as `NT AUTHORITY\SYSTEM` while parent executes as `NT SERVICE\MSSQL$SQLEXPRESS` - parent/child token privilege mismatch visible in process creation telemetry via `CreateProcessWithTokenW`,Calibrated - Not Benign,-,`CertEnrollSvc.exe` calls `CreateProcessWithTokenW` with the duplicated SYSTEM primary token to spawn `cmd.exe /c whoami /priv > C:\ProgramData\sys_out.txt` as `NT AUTHORITY\SYSTEM`,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,SYSTEM cmd.exe runs whoami /priv to confirm full privilege token on IIS01,Discovery,T1033,System Owner/User Discovery,Windows,"`cmd.exe` (running as `NT AUTHORITY\SYSTEM`, child of `CertEnrollSvc.exe`) spawns `whoami.exe` with `/priv` argument on IIS01, redirecting output to `C:\ProgramData\sys_out.txt` - SYSTEM-context privilege enumeration following token theft",Not Calibrated - Not Benign,native-recon,`cmd.exe` running as `NT AUTHORITY\SYSTEM` executes `whoami /priv` and redirects output to `C:\ProgramData\sys_out.txt` - verifies that the duplicated token carries full SYSTEM privileges,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,OPENROWSET BULK reads SYSTEM whoami output from C:\ProgramData\sys_out.txt on IIS01,Collection,T1005,Data from Local System,Windows,"`sqlservr.exe` on IIS01 opens `C:\ProgramData\sys_out.txt` for read access via `OPENROWSET(BULK ... SINGLE_CLOB)` - EDR file-read telemetry: sqlservr.exe reading non-database `.txt` from `C:\ProgramData\` has no baseline on this IIS01 instance; native T-SQL operation, no COM automation or cmd.exe spawn",Calibrated - Not Benign,-,`xpfile cat C:\ProgramData\sys_out.txt` - `OPENROWSET(BULK ... SINGLE_CLOB)` reads entire file as `NVARCHAR(MAX)` in-process within `sqlservr.exe`; output returned as SELECT result to operator via C2 - no cmd.exe spawn on IIS01,IIS01 (10.12.10.20),sa
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,CertEnrollSvc.exe SYSTEM escalation deletes sys_out.txt from C:\ProgramData\ on IIS01,Stealth,T1070.004,Indicator Removal: File Deletion,Windows,"`CertEnrollSvc.exe` (spawned by `sqlservr.exe` via sp_OA) performs a second EfsPotato escalation to obtain SYSTEM token, then `CreateProcessWithTokenW` spawns `cmd.exe /c del /f C:\ProgramData\sys_out.txt` as `NT AUTHORITY\SYSTEM` - same escalation chain as T1134.001/T1134.002 rows but for cleanup; Sysmon EC=23/26 with `cmd.exe` (SYSTEM) as Image",Not Calibrated - Not Benign,staging,"`xprun C:\ProgramData\CertEnrollSvc.exe ""cmd /c del /f C:\ProgramData\sys_out.txt"" lsarpc` - second EfsPotato escalation required because `sys_out.txt` is owned by SYSTEM (`xpfile del` returns `0x800A0046` Permission Denied); CertEnrollSvc.exe obtains SYSTEM token → `cmd.exe /c del /f` as SYSTEM",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 2.md,Step 5 - Discovery: Domain Groups and Accounts,agent_worker activation proc invokes xp_cmdshell running net group /domain on IIS01,Discovery,T1069.002,Permission Groups Discovery: Domain Groups,Windows,`net.exe group /domain` executed as `NT SERVICE\MSSQL$SQLEXPRESS` on IIS01 via process chain `sqlservr.exe → cmd.exe → net.exe` - the MSSQL service account has no baseline for issuing domain group discovery commands via SAM-R to the domain controller,Calibrated - Not Benign,-,IIS01 `agent_worker` procedure calls `xp_cmdshell 'net group /domain'`; `sqlservr.exe` spawns `cmd.exe` → `net.exe` as `NT SERVICE\MSSQL$SQLEXPRESS`; `IIS01$` machine account authenticates to DC via SAM-R; output rows returned inline via xpagent poll,IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 5 - Discovery: Domain Groups and Accounts,agent_worker activation proc invokes xp_cmdshell running net user /domain on IIS01,Discovery,T1087.002,Account Discovery: Domain Account,Windows,`net.exe user /domain` executed as `NT SERVICE\MSSQL$SQLEXPRESS` on IIS01 via process chain `sqlservr.exe → cmd.exe → net.exe` - the MSSQL service account has no baseline for domain user enumeration via SAM-R to the domain controller,Calibrated - Not Benign,-,IIS01 `agent_worker` calls `xp_cmdshell 'net user /domain'`; `net.exe` enumerates all domain user accounts via SAM-R to DC as `IIS01$`,IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 6 - Defense Impairment: Windows Defender Firewall Rule Modification via INetFwPolicy2 COM,FwPolicySvc.exe sets INetFwRule.Profiles to ALL_PROFILES (0x7FFFFFFF) on the SQL Server (TCP 1433) rule in the Windows Defender Firewall policy store on IIS01,Defense Impairment,T1686.003,Disable or Modify System Firewall: Windows Host Firewall,Windows,"`FwPolicySvc.exe` (unsigned PE run from `C:\ProgramData\` as `NT AUTHORITY\SYSTEM`) rewrites the `Profiles` mask of the `SQL Server (TCP 1433)` inbound rule on IIS01 from Domain-only to `0x7FFFFFFF` (Domain+Private+Public) - the policy store value under `HKLM\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules` flips profile scope with no `netsh.exe`, `powershell.exe`, or firewall cmdlet in the process tree",Calibrated - Not Benign,-,"`FwPolicySvc.exe` (running as `NT AUTHORITY\SYSTEM`) instantiates `HNetCfg.FwPolicy2` via late-bound COM, resolves the `SQL Server (TCP 1433)` rule through `INetFwRules.Item`, and sets `INetFwRule.Profiles` to `0x7FFFFFFF` - widening the rule from Domain-only to Domain+Private+Public; no `netsh.exe`, no `powershell.exe`, no firewall cmdlet on any command line",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 2.md,Step 6 - Defense Impairment: Windows Defender Firewall Rule Modification via INetFwPolicy2 COM,CertEnrollSvc.exe SYSTEM escalation deletes fwp_out.txt and FwPolicySvc.exe from C:\ProgramData\ on IIS01,Stealth,T1070.004,Indicator Removal: File Deletion,Windows,"`CertEnrollSvc.exe` (spawned by `sqlservr.exe` via sp_OA) performs a second EfsPotato escalation to obtain SYSTEM token, then `CreateProcessWithTokenW` spawns `cmd.exe /c del /f C:\ProgramData\fwp_out.txt C:\ProgramData\FwPolicySvc.exe` as `NT AUTHORITY\SYSTEM` - same escalation chain as the Step 4 cleanup row but deleting the tool and its output; Sysmon EC=23/26 with `cmd.exe` (SYSTEM) as Image",Not Calibrated - Not Benign,staging,"`xprun C:\ProgramData\CertEnrollSvc.exe ""cmd /c del /f C:\ProgramData\fwp_out.txt C:\ProgramData\FwPolicySvc.exe"" lsarpc` - second EfsPotato escalation required because both files are owned by SYSTEM (`xpfile del` returns `0x800A0046` Permission Denied); CertEnrollSvc.exe obtains SYSTEM token → `cmd.exe /c del /f` as SYSTEM",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 - Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe queries own token elevation as pre-flight check,Discovery,T1033,System Owner/User Discovery,Windows,"N/A - C2: `OpenProcessToken(GetCurrentProcess(), TOKEN_QUERY)` + `GetTokenInformation(TokenElevation)` is a pure in-process self-query - no external artifact, file, registry key, or network event produced; evaluator cannot independently verify the token-query step without trusting the binary; the process execution event itself is attributed to T1106 (CreateProcessWithTokenW spawn)",Not Calibrated - Not Benign,C2,`ReflectDump.exe` calls token self-query on the current process to verify elevated context before any cross-process activity,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 - Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,"ReflectDump.exe LSASS memory access chain: pre-allocates 75 MB heap buffer, opens lsass.exe handle with reflection access mask ~0x4FA, forks suspended reflection clone via RtlCreateProcessReflection, and captures full minidump into heap via MiniDumpWriteDump IoWriteAllCallback",Credential Access,T1003.001,OS Credential Dumping: LSASS Memory,Windows,"`ReflectDump.exe` (child of `CertEnrollSvc.exe`, NT AUTHORITY\SYSTEM) opens `lsass.exe` with access mask `0x4FA` (`PROCESS_CREATE_PROCESS\|PROCESS_CREATE_THREAD\|PROCESS_DUP_HANDLE\|PROCESS_QUERY_INFORMATION\|PROCESS_VM_OPERATION\|PROCESS_VM_READ\|PROCESS_VM_WRITE` - composite REFLECT_ACCESS defined in source, not the common Mimikatz `0x1010` or `PROCESS_ALL_ACCESS 0x1FFFFF`) - Sysmon EC=10 on `lsass.exe` target, GrantedAccess=0x4FA; `RtlCreateProcessReflection` (resolved char-by-char from ntdll) then spawns a clone with `lsass.exe` as ParentProcessId - Sysmon EC=1; `MiniDumpWriteDump(MiniDumpWithFullMemory)` is called with file handle argument = NULL and a heap-resident `IoWriteAllCallback` - all minidump I/O goes to the 75 MB heap buffer, no Sysmon EC=11 at dump time",Calibrated - Not Benign,-,"`ReflectDump.exe` (1) commits a 75 MB private heap region before any cross-process access; (2) calls `OpenProcess(~0x4FA)` on lsass.exe - reflection-specific mask, not full `0x1FFFFF` (Sysmon EC=10 on lsass.exe target); (3) `RtlCreateProcessReflection` forks a suspended clone - Sysmon EC=1 with lsass.exe as parent; (4) `MiniDumpWriteDump(MiniDumpWithFullMemory)` via `IoWriteAllCallback` writes exclusively to heap buffer - no file handle at dump time",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 - Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe enumerates processes to locate lsass.exe via EnumProcesses + PROCESS_QUERY_LIMITED_INFORMATION,Discovery,T1057,Process Discovery,Windows,"`ReflectDump.exe` calls `EnumProcesses` then `OpenProcess(PROCESS_QUERY_LIMITED_INFORMATION, FALSE, pid)` + `QueryFullProcessImageNameW` per PID in a tight loop to locate `lsass.exe` - when the loop reaches lsass.exe's PID, Sysmon EC=10 fires with GrantedAccess=0x1000 (`PROCESS_QUERY_LIMITED_INFORMATION`) on `lsass.exe` target; `CreateToolhelp32Snapshot` is deliberately avoided (source comment: ""less-watched API path""); the 0x1000 access on lsass.exe occurs immediately before the separate 0x4FA REFLECT_ACCESS open attributed to T1003.001",Not Calibrated - Not Benign,native-recon,`ReflectDump.exe` calls `EnumProcesses` + `OpenProcess(PROCESS_QUERY_LIMITED_INFORMATION)` per PID to locate `lsass.exe`; avoids Toolhelp32 snapshot,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 - Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe resolves RtlCreateProcessReflection and MiniDumpWriteDump via runtime char-arrays; loads dbghelp.dll via LoadLibraryA - all absent from static IAT,Stealth,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,"Two on-surface signals: (1) Sysmon EC=7 - `ReflectDump.exe` loads `dbghelp.dll` via `LoadLibraryA` at runtime (char array `'d','b','g','h','e','l','p','.','d','l','l'` in source); `dbghelp.dll` is absent from the binary's static import table - anomalous module load in an IIS01/MSSQL SYSTEM process context; (2) YARA / capability scan on the `ReflectDump.exe` binary: static PE import table contains no entry for `dbghelp.dll`, `MiniDumpWriteDump`, or `RtlCreateProcessReflection` - a sparse IAT for a process whose sole function involves those APIs; `RtlCreateProcessReflection` string built as inline char array (`'R','t','l','C','r','e','a','t','e','P','r','o','c','e','s','s','R','e','f','l','e','c','t','i','o','n'`) and `MiniDumpWriteDump` similarly (`'M','i','n','i','D','u','m','p','W','r','i','t','e','D','u','m','p'`) - both matchable as raw byte strings in the on-disk or in-memory PE image",Calibrated - Not Benign,-,"API names `RtlCreateProcessReflection` (ntdll.dll) and `MiniDumpWriteDump` (dbghelp.dll) built char-by-char at runtime - absent from static PE import table; `dbghelp.dll` loaded via `LoadLibraryA` at runtime - module-load event (Sysmon EC=7) on `dbghelp.dll` in non-debug, non-sysadmin process context",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 - Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe creates suspended lsass.exe reflection clone via RtlCreateProcessReflection and terminates it via TerminateProcess after dump completes,Execution,T1106,Native API,Windows,"(1) `RtlCreateProcessReflection` (resolved char-by-char from ntdll via `GetProcAddress`) forks a lsass.exe clone with flag `RTL_CLONE_PROCESS_FLAGS_INHERIT_HANDLES` (0x2) - new process appears in Sysmon EC=1 with `lsass.exe` (parent) → clone child process chain; `lsass.exe` should never spawn child processes in a clean environment; clone PID is sourced from `T_RTLP_PROCESS_REFLECTION_REFLECTION_INFORMATION.ReflectionClientId.UniqueProcess`; (2) `TerminateProcess(hReflectionProcess, 0)` terminates the clone after `MiniDumpWriteDump` completes - Sysmon EC=5 on the clone PID; handle is reused from the reflection info struct, so no second `OpenProcess` on the clone (no additional EC=10 event)",Calibrated - Not Benign,-,"(1) `RtlCreateProcessReflection` (resolved char-by-char from ntdll) creates a suspended reflection clone of lsass.exe - Sysmon EC=1 with lsass.exe as parent, clone PID is the MiniDumpWriteDump target; (2) `TerminateProcess` called on clone handle after dump completes - Sysmon EC=5 on clone PID",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 - Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe writes XOR-encrypted dump buffer to C:\ProgramData\DFxxxx.tmp,Stealth,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Windows,"`ReflectDump.exe` (NT AUTHORITY\SYSTEM) applies position-dependent XOR in-place on the 75 MB heap buffer (`p[i] ^= (BYTE)((0xA3 + i * 0x5B) & 0xFF)` - fixed key, stripping MDMP magic bytes at offset 0: byte 0 `0x4D XOR 0xA3 = 0xEE`), then writes the result via `CreateFileW` to `C:\ProgramData\DFxxxx.tmp` - Sysmon EC=11 on SYSTEM account from `ReflectDump.exe`; the written file is ~50–75 MB with no valid MDMP or PE header at offset 0; YARA on disk: ~50–75 MB `.tmp` file in `C:\ProgramData\` lacking MDMP signature (`4D 44 4D 50`) at offset 0, written by a non-system process running as NT AUTHORITY\SYSTEM",Calibrated - Not Benign,-,"Linear XOR `b ^ ((0xA3 + i * 0x5B) & 0xFF)` applied in-place on heap buffer, then flushed to `C:\ProgramData\DFxxxx.tmp`; path printed to stdout",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 - Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe uses GetTempFileNameW to generate DFxxxx.tmp output filename blending with Windows API temp file pattern,Stealth,T1036.005,Masquerading: Match Legitimate Resource Name or Location,Windows,"`ReflectDump.exe` generates output filename via `GetTempFileNameW(L""C:\\ProgramData"", L""DF"", 0, tmpFile)` - produces `DFxxxx.tmp` pattern (`DF` prefix + 4-hex-digit suffix + `.tmp`) matching Windows API temp file naming convention; Sysmon EC=11 on `C:\ProgramData\DF*.tmp` from `ReflectDump.exe` (NT AUTHORITY\SYSTEM); the written file is ~50–75 MB - anomalous against legitimate `DFxxxx.tmp` files which are sub-megabyte temporaries created by system processes, not by a SYSTEM-context reflection dump tool",Calibrated - Not Benign,-,"`GetTempFileNameW(L""C:\\ProgramData"", L""DF"", 0, tmpFile)` generates `DFxxxx.tmp` filename blending with Windows API temp file naming; XOR-encrypted dump flushed to `C:\ProgramData\DFxxxx.tmp`; path printed to stdout",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 3 - Collection: Dump Exfiltration via MSSQL DB Channel,OPENROWSET BULK DATALENGTH queries dump file size on IIS01 as pre-flight for exfil chunking,Discovery,T1083,File and Directory Discovery,Windows,"`sqlservr.exe` on IIS01 opens `C:\ProgramData\DFxxxx.tmp` for read access via `OPENROWSET(BULK ... SINGLE_BLOB)` + `DATALENGTH(BulkColumn)` - native T-SQL file-size query, same OPENROWSET mechanism as the main exfil read; no COM automation, no cmd.exe or powershell.exe spawn on IIS01",Not Calibrated - Not Benign,staging,"`_get_remote_file_size`: `SELECT DATALENGTH(BulkColumn) FROM OPENROWSET(BULK '...',SINGLE_BLOB)` via direct `sqlcmd -Q` from WS01; file size returned as SELECT result - single pre-flight query before chunked INSERT; no process spawn on IIS01",IIS01 (10.12.10.20),sa
Phase 3.md,Step 3 - Collection: Dump Exfiltration via MSSQL DB Channel,"Single T-SQL batch reads dump via OPENROWSET(BULK), hex-encodes in SUBSTRING chunks, and INSERTs into tempdb..exfil - entire operation in-process within sqlservr.exe, no process spawn on IIS01",Collection,T1074.001,Data Staged: Local Data Staging,Windows,`sqlservr.exe` on IIS01 opens `C:\ProgramData\DF*.tmp` for read access via OPENROWSET(BULK) - EDR file-read telemetry (Windows Object Access audit EC=4663 or equivalent EDR driver-level file-open event): `sqlservr.exe` reading a 50–75 MB `.tmp` file from `C:\ProgramData\` is anomalous; no legitimate MSSQL operation on this IIS01 SQL instance reads large binary `.tmp` files from `C:\ProgramData\`; preceding `GRANT ADMINISTER BULK OPERATIONS TO [svc_app_dev]` (SQL Server audit) is a corroborating pre-cursor,Calibrated - Not Benign,-,"`EXECUTE AS LOGIN='sa'; GRANT ADMINISTER BULK OPERATIONS TO [svc_app_dev]` then single T-SQL batch: `OPENROWSET(BULK 'C:\ProgramData\DFxxxx.tmp',SINGLE_BLOB)` reads dump into `VARBINARY(MAX)`, WHILE loop `SUBSTRING(@data,@off,@len)` per 8 MB chunk → `CONVERT(VARCHAR(MAX),...,2)` hex-encodes → `INSERT INTO tempdb..exfil(chunk_idx,chunk) VALUES(@i,SUBSTRING(@hex,@j,8000))`; single blocking sqlcmd from WS01, no cmd.exe/powershell.exe on IIS01",IIS01 (10.12.10.20),"sa (EXECUTE AS), svc_app_dev (OPENROWSET I/O)"
Phase 3.md,Step 3 - Collection: Dump Exfiltration via MSSQL DB Channel,"WS01 PowerShell SqlClient reads hex text rows per chunk_idx from tempdb..exfil, concatenates via StringBuilder, writes raw hex string to C:\Windows\Temp\rdump.tmp.hex{i}",Execution,T1059.001,Command and Scripting Interpreter: PowerShell,Windows,`powershell.exe` spawned on WS01 (child of TONESHELL implant) with command line containing `New-Object System.Data.SqlClient.SqlConnection` and connection string targeting IIS01:1433/tempdb - Sysmon EC=1 (process creation with embedded SQL connection string in args); Sysmon EC=3 (outbound TCP from `powershell.exe` to IIS01:1433); PowerShell directly instantiating `SqlClient.SqlConnection` to a remote SQL server is not a baseline pattern on a domain workstation,Calibrated - Not Benign,-,"Per chunk: WS01 PowerShell (TONESHELL EXEC) `SqlConnection` to IIS01:1433/tempdb, `SELECT chunk FROM tempdb..exfil WHERE chunk_idx=N ORDER BY id`, `StringBuilder.Append` per row, `[IO.File]::WriteAllText('C:\Windows\Temp\rdump.tmp.hex{i}')` - raw hex text only, no AES decryption",WS01 (10.12.10.30),TESTLAB\labuser
Phase 3.md,Step 3 - Collection: Dump Exfiltration via MSSQL DB Channel,"WS01 PowerShell SqlClient reads hex text rows per chunk_idx from tempdb..exfil, concatenates via StringBuilder, writes raw hex string to C:\Windows\Temp\rdump.tmp.hex{i}",Collection,T1074.001,Data Staged: Local Data Staging,Windows,"`powershell.exe` on WS01 creates `C:\Windows\Temp\rdump.tmp.hex{i}` - Sysmon EC=11; file contains ~16 MB of ASCII hex text (characters 0–9, A–F only); filename pattern `rdump.tmp.hex\d+` in `C:\Windows\Temp\` is not a legitimate system temp file pattern; the file is created by the same PowerShell process that held an active `SqlClient` connection to IIS01:1433 immediately prior (Sysmon EC=3)",Calibrated - Not Benign,-,"Per chunk: WS01 PowerShell (TONESHELL EXEC) `SqlConnection` to IIS01:1433/tempdb, `SELECT chunk FROM tempdb..exfil WHERE chunk_idx=N ORDER BY id`, `StringBuilder.Append` per row, `[IO.File]::WriteAllText('C:\Windows\Temp\rdump.tmp.hex{i}')` - raw hex text only, no AES decryption",WS01 (10.12.10.30),TESTLAB\labuser
Phase 3.md,Step 3 - Collection: Dump Exfiltration via MSSQL DB Channel,TONESHELL per-chunk FILE_UPLOAD streams rdump.tmp.hex{i} from WS01 to controlServer,Exfiltration,T1041,Exfiltration Over C2 Channel,Windows,TONESHELL implant process on WS01 transmits `C:\Windows\Temp\rdump.tmp.hex{i}` contents over the established C2 channel - Sysmon EC=3 sustained large-volume outbound transfer (N × ~16 MB per 8 MB dump chunk) on the existing TONESHELL C2 session; total exfil volume ~152 MB (2 × 76 MB hex-encoded binary) across N sequential FILE_UPLOAD tasks; volume spike is anomalous relative to TONESHELL's typical beacon-size traffic pattern,Not Calibrated - Not Benign,transport,Per chunk: TONESHELL `FILE_UPLOAD` with `fileName=rdump.tmp.hex{i}` streams hex text from `C:\Windows\Temp\rdump.tmp.hex{i}` to `controlServer/files/rdump.tmp.hex{i}` over established C2 session; hex text is ~2x binary size (~16 MB per 8 MB file-chunk); N FILE_UPLOAD cycles for the full dump,WS01 (10.12.10.30),TESTLAB\labuser
Phase 3.md,Step 3 - Collection: Dump Exfiltration via MSSQL DB Channel,tempdb..exfil dropped on IIS01 after all hex chunks extracted,Stealth,T1070,Indicator Removal,Windows,"N/A - C3: `DROP TABLE tempdb..exfil` removes a SQL Server DDL object (in-memory database table in tempdb) - artifact has no file, registry, process, or distinctive network event on the declared Sysmon/EDR surface; SQL Server Extended Events or audit log would record the DDL statement but are off the Scenario 1 EDR surface profile; the final sqlcmd connection from WS01 is not distinguishable from preceding chunk-extract connections at the network layer",Not Calibrated - Not Benign,out-of-surface,`DROP TABLE tempdb..exfil` issued via sqlcmd after all WS01 chunk extractions complete - single cleanup at end (not per-chunk as in xpexfil),IIS01 (10.12.10.20),sa
Phase 3.md,Step 3 - Collection: Dump Exfiltration via MSSQL DB Channel,TONESHELL cmd.exe deletes rdump.tmp.hex{i} hex staging files from WS01 per chunk after FILE_UPLOAD,Stealth,T1070.004,Indicator Removal: File Deletion,Windows,"`cmd.exe` (child of TONESHELL implant) deletes `C:\Windows\Temp\rdump.tmp.hex{i}` per chunk immediately after TONESHELL FILE_UPLOAD - Sysmon EC=23, N sequential file-delete events on hex staging files (~16 MB each)",Not Calibrated - Not Benign,staging,Per chunk: `cmd /c del /f C:\Windows\Temp\rdump.tmp.hex{i}` (spawned by TONESHELL implant process) immediately after FILE_UPLOAD - N sequential deletions for N file-chunks,WS01 (10.12.10.30),TESTLAB\labuser
Phase 3.md,Step 3 - Collection: Dump Exfiltration via MSSQL DB Channel,CertEnrollSvc.exe EfsPotato SYSTEM escalation deletes DFxxxx.tmp dump file and rdump_out.txt from IIS01,Stealth,T1070.004,Indicator Removal: File Deletion,Windows,`CertEnrollSvc.exe` (spawned by `sqlservr.exe` via sp_OA) performs EfsPotato escalation then `cmd.exe /c del /f` as `NT AUTHORITY\SYSTEM` deletes `C:\ProgramData\DFxxxx.tmp` (~50–75 MB encrypted dump) and `C:\ProgramData\rdump_out.txt` - Sysmon EC=23/26 with `cmd.exe` (SYSTEM) as Image; `xpfile del` (sp_OA FSO) fails with `0x800A0046` on SYSTEM-owned files,Not Calibrated - Not Benign,staging,"`xprun C:\ProgramData\CertEnrollSvc.exe ""cmd /c del /f ..."" lsarpc` × 2 - EfsPotato SYSTEM escalation required for each deletion because both `DFxxxx.tmp` and `rdump_out.txt` are SYSTEM-owned; same escalation chain as Phase 2 Step 4 T1134.001/T1134.002",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
