Step,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,ACW,Red Team Activity,Hosts,Users,Detection ID,Detection Description,Log Source,Event Filter,Data Component
[ALT] Step 2B - Alternative Execution Path of go-thehash : SCM Execution & C2 as SYSTEM,Execution,T1569.002,System Services: Service Execution,Windows,`go-thehash.exe` generates Event ID 7045 on DC01 by creating a temporary service (`<random12>`) via MS-SCMR to execute `C:\ProgramData\CertEnrollAgent.exe` as `LocalSystem`,Calibrated - Not Benign,High,"`go-thehash.exe exec` creates, starts, and deletes a transient service; SCMR call flow is covered in [go-thehash.md](../further-reading/go-thehash.md)",DC01,TESTLAB\Administrator,AN1185,"Detection focuses on abnormal service executions initiated via service control manager APIs, sc.exe, net.exe, or PsExec creating temporary services. Defenders observe process creation of services.exe spawning non-standard binaries, registry changes in service keys followed by rapid execution, and network connections originating from processes tied to transient services. Correlation across process lineage, registry activity, and service logs provides strong signals of malicious service execution.",WinEventLog:Sysmon,EventCode=1,Process Creation
[ALT] Step 2B - Alternative Execution Path of go-thehash : SCM Execution & C2 as SYSTEM,Execution,T1569.002,System Services: Service Execution,Windows,`go-thehash.exe` generates Event ID 7045 on DC01 by creating a temporary service (`<random12>`) via MS-SCMR to execute `C:\ProgramData\CertEnrollAgent.exe` as `LocalSystem`,Calibrated - Not Benign,High,"`go-thehash.exe exec` creates, starts, and deletes a transient service; SCMR call flow is covered in [go-thehash.md](../further-reading/go-thehash.md)",DC01,TESTLAB\Administrator,AN1185,"Detection focuses on abnormal service executions initiated via service control manager APIs, sc.exe, net.exe, or PsExec creating temporary services. Defenders observe process creation of services.exe spawning non-standard binaries, registry changes in service keys followed by rapid execution, and network connections originating from processes tied to transient services. Correlation across process lineage, registry activity, and service logs provides strong signals of malicious service execution.",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
[ALT] Step 2B - Alternative Execution Path of go-thehash : SCM Execution & C2 as SYSTEM,Execution,T1569.002,System Services: Service Execution,Windows,`go-thehash.exe` generates Event ID 7045 on DC01 by creating a temporary service (`<random12>`) via MS-SCMR to execute `C:\ProgramData\CertEnrollAgent.exe` as `LocalSystem`,Calibrated - Not Benign,High,"`go-thehash.exe exec` creates, starts, and deletes a transient service; SCMR call flow is covered in [go-thehash.md](../further-reading/go-thehash.md)",DC01,TESTLAB\Administrator,AN1185,"Detection focuses on abnormal service executions initiated via service control manager APIs, sc.exe, net.exe, or PsExec creating temporary services. Defenders observe process creation of services.exe spawning non-standard binaries, registry changes in service keys followed by rapid execution, and network connections originating from processes tied to transient services. Correlation across process lineage, registry activity, and service logs provides strong signals of malicious service execution.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Step 3 - Pre-Persistence Payload Staging on DC01,Lateral Movement,T1550.002,Use Alternate Authentication Material: Pass the Hash,Windows,"Event ID 4624 on DC01: Logon Type 3, NTLM, `LogonProcessName: NtLmSsp`, source IP `10.12.10.20` (IIS01); SMB2 C$ tree connect for persistence payload staging",Not Calibrated - Not Benign,Critical,`go-thehash.exe put` authenticates to DC01 via NT hash; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),IIS01/react.testlab.local → DC01,TESTLAB\Administrator,AN1144,"Detects anomalous NTLM LogonType 3 authentications that occur without accompanying domain logon events, especially from lateral systems or involving built-in administrative tools. Monitors for mismatches between source user context and system being accessed. Correlates LogonSession creation, NTLM authentications, and process/service initiation to identify suspicious use of stolen password hashes for remote access or service logon without password entry. Detects overpass-the-hash by combining Kerberos ticket issuance with NTLM-based lateral movement.",WinEventLog:Security,"EventCode=4624, 4648",Logon Session Creation
Step 3 - Pre-Persistence Payload Staging on DC01,Lateral Movement,T1550.002,Use Alternate Authentication Material: Pass the Hash,Windows,"Event ID 4624 on DC01: Logon Type 3, NTLM, `LogonProcessName: NtLmSsp`, source IP `10.12.10.20` (IIS01); SMB2 C$ tree connect for persistence payload staging",Not Calibrated - Not Benign,Critical,`go-thehash.exe put` authenticates to DC01 via NT hash; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),IIS01/react.testlab.local → DC01,TESTLAB\Administrator,AN1144,"Detects anomalous NTLM LogonType 3 authentications that occur without accompanying domain logon events, especially from lateral systems or involving built-in administrative tools. Monitors for mismatches between source user context and system being accessed. Correlates LogonSession creation, NTLM authentications, and process/service initiation to identify suspicious use of stolen password hashes for remote access or service logon without password entry. Detects overpass-the-hash by combining Kerberos ticket issuance with NTLM-based lateral movement.",WinEventLog:Security,EventCode=4768,Active Directory Credential Request
Step 3 - Pre-Persistence Payload Staging on DC01,Lateral Movement,T1550.002,Use Alternate Authentication Material: Pass the Hash,Windows,"Event ID 4624 on DC01: Logon Type 3, NTLM, `LogonProcessName: NtLmSsp`, source IP `10.12.10.20` (IIS01); SMB2 C$ tree connect for persistence payload staging",Not Calibrated - Not Benign,Critical,`go-thehash.exe put` authenticates to DC01 via NT hash; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),IIS01/react.testlab.local → DC01,TESTLAB\Administrator,AN1144,"Detects anomalous NTLM LogonType 3 authentications that occur without accompanying domain logon events, especially from lateral systems or involving built-in administrative tools. Monitors for mismatches between source user context and system being accessed. Correlates LogonSession creation, NTLM authentications, and process/service initiation to identify suspicious use of stolen password hashes for remote access or service logon without password entry. Detects overpass-the-hash by combining Kerberos ticket issuance with NTLM-based lateral movement.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Step 3 - Pre-Persistence Payload Staging on DC01,Lateral Movement,T1550.002,Use Alternate Authentication Material: Pass the Hash,Windows,"Event ID 4624 on DC01: Logon Type 3, NTLM, `LogonProcessName: NtLmSsp`, source IP `10.12.10.20` (IIS01); SMB2 C$ tree connect for persistence payload staging",Not Calibrated - Not Benign,Critical,`go-thehash.exe put` authenticates to DC01 via NT hash; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),IIS01/react.testlab.local → DC01,TESTLAB\Administrator,AN1144,"Detects anomalous NTLM LogonType 3 authentications that occur without accompanying domain logon events, especially from lateral systems or involving built-in administrative tools. Monitors for mismatches between source user context and system being accessed. Correlates LogonSession creation, NTLM authentications, and process/service initiation to identify suspicious use of stolen password hashes for remote access or service logon without password entry. Detects overpass-the-hash by combining Kerberos ticket issuance with NTLM-based lateral movement.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 3 - Pre-Persistence Payload Staging on DC01,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,SMB2 `TreeConnect` to `\\DC01\C$` from IIS01 (`10.12.10.20`); files written to `C:\ProgramData\` on DC01 and correlated with the same SMB session,Not Calibrated - Not Benign,High,`go-thehash.exe put` opens an SMB2 tree to `\\DC01\C$` to place persistence payloads; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),IIS01/react.testlab.local → DC01,TESTLAB\Administrator,AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Security,"EventCode=4624, 4648",Logon Session Creation
Step 3 - Pre-Persistence Payload Staging on DC01,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,SMB2 `TreeConnect` to `\\DC01\C$` from IIS01 (`10.12.10.20`); files written to `C:\ProgramData\` on DC01 and correlated with the same SMB session,Not Calibrated - Not Benign,High,`go-thehash.exe put` opens an SMB2 tree to `\\DC01\C$` to place persistence payloads; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),IIS01/react.testlab.local → DC01,TESTLAB\Administrator,AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Step 3 - Pre-Persistence Payload Staging on DC01,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,SMB2 `TreeConnect` to `\\DC01\C$` from IIS01 (`10.12.10.20`); files written to `C:\ProgramData\` on DC01 and correlated with the same SMB session,Not Calibrated - Not Benign,High,`go-thehash.exe put` opens an SMB2 tree to `\\DC01\C$` to place persistence payloads; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),IIS01/react.testlab.local → DC01,TESTLAB\Administrator,AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 3 - Pre-Persistence Payload Staging on DC01,Lateral Movement,T1570,Lateral Tool Transfer,Windows,"`policyupdate.exe`, `policysync.exe`, `ServiceInstaller.exe`, and `NtServiceInstaller.exe` created under `C:\ProgramData\` on DC01 via SMB2 `Write` originating from IIS01 (`10.12.10.20`)",Not Calibrated - Not Benign,High,Setup substep: persistence payloads are copied from IIS01 to DC01 over `C$`; file-transfer details are covered in [go-thehash.md](../further-reading/go-thehash.md),IIS01/react.testlab.local → DC01,TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Security,EventCode=5140,Network Share Access
Step 3 - Pre-Persistence Payload Staging on DC01,Lateral Movement,T1570,Lateral Tool Transfer,Windows,"`policyupdate.exe`, `policysync.exe`, `ServiceInstaller.exe`, and `NtServiceInstaller.exe` created under `C:\ProgramData\` on DC01 via SMB2 `Write` originating from IIS01 (`10.12.10.20`)",Not Calibrated - Not Benign,High,Setup substep: persistence payloads are copied from IIS01 to DC01 over `C$`; file-transfer details are covered in [go-thehash.md](../further-reading/go-thehash.md),IIS01/react.testlab.local → DC01,TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 3 - Pre-Persistence Payload Staging on DC01,Lateral Movement,T1570,Lateral Tool Transfer,Windows,"`policyupdate.exe`, `policysync.exe`, `ServiceInstaller.exe`, and `NtServiceInstaller.exe` created under `C:\ProgramData\` on DC01 via SMB2 `Write` originating from IIS01 (`10.12.10.20`)",Not Calibrated - Not Benign,High,Setup substep: persistence payloads are copied from IIS01 to DC01 over `C$`; file-transfer details are covered in [go-thehash.md](../further-reading/go-thehash.md),IIS01/react.testlab.local → DC01,TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 4 - Persistence: Domain Backdoor Account,Persistence,T1136.002,Create Account: Domain Account,Windows,`net.exe` creates domain account `svcbackup` on DC01 (Security Event ID 4720),Calibrated - Not Benign,High,`net.exe user svcbackup P@ssw0rd2026! /add /domain` executed from within the dnscat2 ghost process; the AD account object and Event ID 4720 are independently verifiable even though parent execution context is obfuscated,DC01,TESTLAB\Administrator,AN0006,Adversary uses built-in tools such as 'net user /add /domain' or PowerShell to create a domain user account. The behavior chain includes: (1) suspicious process execution on a domain controller followed by (2) user account creation event (Event ID 4720) on the same host.,WinEventLog:Security,EventCode=4720,User Account Creation
Step 4 - Persistence: Domain Backdoor Account,Persistence,T1136.002,Create Account: Domain Account,Windows,`net.exe` creates domain account `svcbackup` on DC01 (Security Event ID 4720),Calibrated - Not Benign,High,`net.exe user svcbackup P@ssw0rd2026! /add /domain` executed from within the dnscat2 ghost process; the AD account object and Event ID 4720 are independently verifiable even though parent execution context is obfuscated,DC01,TESTLAB\Administrator,AN0006,Adversary uses built-in tools such as 'net user /add /domain' or PowerShell to create a domain user account. The behavior chain includes: (1) suspicious process execution on a domain controller followed by (2) user account creation event (Event ID 4720) on the same host.,WinEventLog:Sysmon,EventCode=1,Process Creation
Step 4 - Persistence: Domain Backdoor Account,Persistence,T1098.007,Account Manipulation: Additional Local or Domain Groups,Windows,`net.exe` adds `svcbackup` to `Domain Admins` group on DC01 (Security Event ID 4728),Calibrated - Not Benign,High,"`net.exe group ""Domain Admins"" svcbackup /add /domain` executed from within the dnscat2 ghost process; the AD group membership change and Event ID 4728 are independently verifiable even though parent execution context is obfuscated",DC01,TESTLAB\Administrator,AN0865,"Detects unauthorized additions of users or machine accounts to privileged local or domain groups (e.g., Administrators, Remote Desktop Users).",WinEventLog:Security,"EventCode=4728, 4729, 4732, 4733, 4756, 4757",User Account Modification
Step 4 - Persistence: Domain Backdoor Account,Persistence,T1078.002,Valid Accounts: Domain Accounts,Windows,`TESTLAB\svcbackup` authenticates to a domain-joined host generating Security Event ID 4624 (Logon Type 3) on the target host — logon does not occur within this step,Not Calibrated - Not Benign,Medium,"Backdoor domain account `svcbackup` with Domain Admin membership provides credential-based fallback re-entry via SMB, WinRM, or RDP from any network-connected host; T1078.002 would be scoreable at the point of actual `svcbackup` authentication; account establishment artifacts are already captured by T1136.002 (Event ID 4720) and T1098.007 (Event ID 4728)",DC01,TESTLAB\Administrator (creator),AN0590,"Detection of suspicious logon behavior using valid domain accounts across multiple hosts, off-hours, or simultaneous sessions from geographically distant locations.",WinEventLog:Security,"EventCode=4624, 4625, 4768, 4769",Logon Session Metadata
Step 4 - Persistence: Domain Backdoor Account,Persistence,T1078.002,Valid Accounts: Domain Accounts,Windows,`TESTLAB\svcbackup` authenticates to a domain-joined host generating Security Event ID 4624 (Logon Type 3) on the target host — logon does not occur within this step,Not Calibrated - Not Benign,Medium,"Backdoor domain account `svcbackup` with Domain Admin membership provides credential-based fallback re-entry via SMB, WinRM, or RDP from any network-connected host; T1078.002 would be scoreable at the point of actual `svcbackup` authentication; account establishment artifacts are already captured by T1136.002 (Event ID 4720) and T1098.007 (Event ID 4728)",DC01,TESTLAB\Administrator (creator),AN0590,"Detection of suspicious logon behavior using valid domain accounts across multiple hosts, off-hours, or simultaneous sessions from geographically distant locations.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 4 - Persistence: Domain Backdoor Account,Persistence,T1078.002,Valid Accounts: Domain Accounts,Windows,`TESTLAB\svcbackup` authenticates to a domain-joined host generating Security Event ID 4624 (Logon Type 3) on the target host — logon does not occur within this step,Not Calibrated - Not Benign,Medium,"Backdoor domain account `svcbackup` with Domain Admin membership provides credential-based fallback re-entry via SMB, WinRM, or RDP from any network-connected host; T1078.002 would be scoreable at the point of actual `svcbackup` authentication; account establishment artifacts are already captured by T1136.002 (Event ID 4720) and T1098.007 (Event ID 4728)",DC01,TESTLAB\Administrator (creator),AN0590,"Detection of suspicious logon behavior using valid domain accounts across multiple hosts, off-hours, or simultaneous sessions from geographically distant locations.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Step 4 - Persistence: Domain Backdoor Account,Defense Evasion,T1564.002,Hide Artifacts: Hidden Users,Windows,`reg.exe` writes REG_DWORD value `svcbackup=0` under `HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\SpecialAccounts\UserList` on DC01 (Sysmon Event 13),Calibrated - Not Benign,Medium,`reg.exe add ... /v svcbackup /t REG_DWORD /d 0` executed from within the dnscat2 ghost process; Sysmon registry modification event is generated independently of the parent execution context,DC01,TESTLAB\Administrator,AN1001,"Registry modifications to HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\SpecialAccounts\UserList setting user visibility to 0, or creation of user accounts not shown on login screen. Defender view: correlation of account creation with registry edits that mark users hidden.",WinEventLog:Security,EventCode=4720,User Account Creation
Step 4 - Persistence: Domain Backdoor Account,Defense Evasion,T1564.002,Hide Artifacts: Hidden Users,Windows,`reg.exe` writes REG_DWORD value `svcbackup=0` under `HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\SpecialAccounts\UserList` on DC01 (Sysmon Event 13),Calibrated - Not Benign,Medium,`reg.exe add ... /v svcbackup /t REG_DWORD /d 0` executed from within the dnscat2 ghost process; Sysmon registry modification event is generated independently of the parent execution context,DC01,TESTLAB\Administrator,AN1001,"Registry modifications to HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\SpecialAccounts\UserList setting user visibility to 0, or creation of user accounts not shown on login screen. Defender view: correlation of account creation with registry edits that mark users hidden.",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
Step 5 - Persistence: WMI Permanent Event Subscription,Execution,T1059.001,Command and Scripting Interpreter: PowerShell,Windows,"`powershell.exe` runs `Set-WmiInstance` commands creating `CertPolicyFilter`, `CertPolicyConsumer`, and `__FilterToConsumerBinding` in `root\subscription` on DC01 (Script Block Log Event ID 4104)",Calibrated - Not Benign,Medium,"`powershell.exe` invokes `Set-WmiInstance` to create the WMI subscription objects; Script Block Logging independently captures the full subscription creation script — a different telemetry channel from WMI Activity Event ID 5861, providing an earlier detection opportunity before the subscription binding is committed to the WMI repository",DC01,TESTLAB\Administrator,AN1252,"Detects behavioral chains where PowerShell is launched with encoded commands, unusual parent processes, or suspicious modules loaded, potentially followed by network connections or child process spawning. Supports detection of both direct (powershell.exe) and indirect (.NET automation) invocations.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 5 - Persistence: WMI Permanent Event Subscription,Execution,T1059.001,Command and Scripting Interpreter: PowerShell,Windows,"`powershell.exe` runs `Set-WmiInstance` commands creating `CertPolicyFilter`, `CertPolicyConsumer`, and `__FilterToConsumerBinding` in `root\subscription` on DC01 (Script Block Log Event ID 4104)",Calibrated - Not Benign,Medium,"`powershell.exe` invokes `Set-WmiInstance` to create the WMI subscription objects; Script Block Logging independently captures the full subscription creation script — a different telemetry channel from WMI Activity Event ID 5861, providing an earlier detection opportunity before the subscription binding is committed to the WMI repository",DC01,TESTLAB\Administrator,AN1252,"Detects behavioral chains where PowerShell is launched with encoded commands, unusual parent processes, or suspicious modules loaded, potentially followed by network connections or child process spawning. Supports detection of both direct (powershell.exe) and indirect (.NET automation) invocations.",WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",Command Execution
Step 5 - Persistence: WMI Permanent Event Subscription,Execution,T1059.001,Command and Scripting Interpreter: PowerShell,Windows,"`powershell.exe` runs `Set-WmiInstance` commands creating `CertPolicyFilter`, `CertPolicyConsumer`, and `__FilterToConsumerBinding` in `root\subscription` on DC01 (Script Block Log Event ID 4104)",Calibrated - Not Benign,Medium,"`powershell.exe` invokes `Set-WmiInstance` to create the WMI subscription objects; Script Block Logging independently captures the full subscription creation script — a different telemetry channel from WMI Activity Event ID 5861, providing an earlier detection opportunity before the subscription binding is committed to the WMI repository",DC01,TESTLAB\Administrator,AN1252,"Detects behavioral chains where PowerShell is launched with encoded commands, unusual parent processes, or suspicious modules loaded, potentially followed by network connections or child process spawning. Supports detection of both direct (powershell.exe) and indirect (.NET automation) invocations.",WinEventLog:PowerShell,"EventCode=400, 403",Process Metadata
Step 5 - Persistence: WMI Permanent Event Subscription,Execution,T1059.001,Command and Scripting Interpreter: PowerShell,Windows,"`powershell.exe` runs `Set-WmiInstance` commands creating `CertPolicyFilter`, `CertPolicyConsumer`, and `__FilterToConsumerBinding` in `root\subscription` on DC01 (Script Block Log Event ID 4104)",Calibrated - Not Benign,Medium,"`powershell.exe` invokes `Set-WmiInstance` to create the WMI subscription objects; Script Block Logging independently captures the full subscription creation script — a different telemetry channel from WMI Activity Event ID 5861, providing an earlier detection opportunity before the subscription binding is committed to the WMI repository",DC01,TESTLAB\Administrator,AN1252,"Detects behavioral chains where PowerShell is launched with encoded commands, unusual parent processes, or suspicious modules loaded, potentially followed by network connections or child process spawning. Supports detection of both direct (powershell.exe) and indirect (.NET automation) invocations.",WinEventLog:Sysmon,EventCode=7,Module Load
Step 5 - Persistence: WMI Permanent Event Subscription,Persistence,T1546.003,Event Triggered Execution: Windows Management Instrumentation Event Subscription,Windows,`wmiprvse.exe` records `__FilterToConsumerBinding` binding `CertPolicyFilter` to `CertPolicyConsumer` in `root\subscription` on DC01 (WMI Activity Event ID 5861); subscription objects independently queryable via `Get-WmiObject -Namespace root\subscription`,Calibrated - Not Benign,High,"Four WMI objects created: 60-second `__IntervalTimerInstruction` trigger, `__EventFilter` for timer events, `CommandLineEventConsumer` pointing to `C:\ProgramData\policyupdate.exe`, and binding; `wmiprvse.exe` spawns `policyupdate.exe` directly when the timer fires",DC01,TESTLAB\Administrator (creator) / NT AUTHORITY\SYSTEM (runtime),AN0236,"Monitor for creation of WMI EventFilter, EventConsumer, and FilterToConsumerBinding objects through WMI or MOF file execution. Detect command-line execution of `mofcomp.exe`, usage of `Register-WmiEvent` via PowerShell, and anomalous child processes of `WmiPrvSE.exe` that indicate triggered execution. Look for lateral anomalies in process lineage and WMI logging channels.",WinEventLog:WMI,"EventCode=5857, 5858, 5860, 5861",WMI Creation
Step 5 - Persistence: WMI Permanent Event Subscription,Persistence,T1546.003,Event Triggered Execution: Windows Management Instrumentation Event Subscription,Windows,`wmiprvse.exe` records `__FilterToConsumerBinding` binding `CertPolicyFilter` to `CertPolicyConsumer` in `root\subscription` on DC01 (WMI Activity Event ID 5861); subscription objects independently queryable via `Get-WmiObject -Namespace root\subscription`,Calibrated - Not Benign,High,"Four WMI objects created: 60-second `__IntervalTimerInstruction` trigger, `__EventFilter` for timer events, `CommandLineEventConsumer` pointing to `C:\ProgramData\policyupdate.exe`, and binding; `wmiprvse.exe` spawns `policyupdate.exe` directly when the timer fires",DC01,TESTLAB\Administrator (creator) / NT AUTHORITY\SYSTEM (runtime),AN0236,"Monitor for creation of WMI EventFilter, EventConsumer, and FilterToConsumerBinding objects through WMI or MOF file execution. Detect command-line execution of `mofcomp.exe`, usage of `Register-WmiEvent` via PowerShell, and anomalous child processes of `WmiPrvSE.exe` that indicate triggered execution. Look for lateral anomalies in process lineage and WMI logging channels.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 5 - Persistence: WMI Permanent Event Subscription,Persistence,T1546.003,Event Triggered Execution: Windows Management Instrumentation Event Subscription,Windows,`wmiprvse.exe` records `__FilterToConsumerBinding` binding `CertPolicyFilter` to `CertPolicyConsumer` in `root\subscription` on DC01 (WMI Activity Event ID 5861); subscription objects independently queryable via `Get-WmiObject -Namespace root\subscription`,Calibrated - Not Benign,High,"Four WMI objects created: 60-second `__IntervalTimerInstruction` trigger, `__EventFilter` for timer events, `CommandLineEventConsumer` pointing to `C:\ProgramData\policyupdate.exe`, and binding; `wmiprvse.exe` spawns `policyupdate.exe` directly when the timer fires",DC01,TESTLAB\Administrator (creator) / NT AUTHORITY\SYSTEM (runtime),AN0236,"Monitor for creation of WMI EventFilter, EventConsumer, and FilterToConsumerBinding objects through WMI or MOF file execution. Detect command-line execution of `mofcomp.exe`, usage of `Register-WmiEvent` via PowerShell, and anomalous child processes of `WmiPrvSE.exe` that indicate triggered execution. Look for lateral anomalies in process lineage and WMI logging channels.",WinEventLog:Sysmon,EventCode=7,Module Load
Step 5 - Persistence: WMI Permanent Event Subscription,Defense Evasion,T1036.005,Masquerading: Match Legitimate Resource Name or Location,Windows,WMI `__EventFilter` object named `CertPolicyFilter` and `CommandLineEventConsumer` named `CertPolicyConsumer` in `root\subscription` namespace; Event ID 5861 shows consumer name `CertPolicyConsumer`,Not Calibrated - Not Benign,Medium,"WMI subscription objects deliberately named to resemble Windows certificate policy infrastructure; this naming is an evasion attribute of the scored WMI subscription artifact (T1546.003), not a separate scoring point",DC01,TESTLAB\Administrator,AN0983,"Detects processes or binaries executed from trusted directories (e.g., System32) or using trusted names (e.g., svchost.exe) where the metadata, hash, or parent process does not align with legitimate activity patterns.",WinEventLog:Security,EventCode=4688,Process Creation
Step 5 - Persistence: WMI Permanent Event Subscription,Defense Evasion,T1036.005,Masquerading: Match Legitimate Resource Name or Location,Windows,WMI `__EventFilter` object named `CertPolicyFilter` and `CommandLineEventConsumer` named `CertPolicyConsumer` in `root\subscription` namespace; Event ID 5861 shows consumer name `CertPolicyConsumer`,Not Calibrated - Not Benign,Medium,"WMI subscription objects deliberately named to resemble Windows certificate policy infrastructure; this naming is an evasion attribute of the scored WMI subscription artifact (T1546.003), not a separate scoring point",DC01,TESTLAB\Administrator,AN0983,"Detects processes or binaries executed from trusted directories (e.g., System32) or using trusted names (e.g., svchost.exe) where the metadata, hash, or parent process does not align with legitimate activity patterns.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 6 - Persistence & Lateral Movement: Network Logon Script,Lateral Movement,T1570,Lateral Tool Transfer,Windows,`cmd.exe` (`copy`) creates `update.exe` in `C:\Windows\SYSVOL\sysvol\testlab.local\scripts\` on DC01 (Sysmon Event 11); DFS-R replicates the file as `\\testlab.local\SYSVOL\testlab.local\scripts\update.exe`,Calibrated - Not Benign,High,`copy` drops `policyupdate.exe` into the SYSVOL scripts share as `update.exe` on DC01; Sysmon Event 11 fires before any workstation logon — provides an independent upstream detection opportunity that does not require T1484.001 or T1037.003 to fire first,DC01,TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Security,EventCode=5140,Network Share Access
Step 6 - Persistence & Lateral Movement: Network Logon Script,Lateral Movement,T1570,Lateral Tool Transfer,Windows,`cmd.exe` (`copy`) creates `update.exe` in `C:\Windows\SYSVOL\sysvol\testlab.local\scripts\` on DC01 (Sysmon Event 11); DFS-R replicates the file as `\\testlab.local\SYSVOL\testlab.local\scripts\update.exe`,Calibrated - Not Benign,High,`copy` drops `policyupdate.exe` into the SYSVOL scripts share as `update.exe` on DC01; Sysmon Event 11 fires before any workstation logon — provides an independent upstream detection opportunity that does not require T1484.001 or T1037.003 to fire first,DC01,TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 6 - Persistence & Lateral Movement: Network Logon Script,Lateral Movement,T1570,Lateral Tool Transfer,Windows,`cmd.exe` (`copy`) creates `update.exe` in `C:\Windows\SYSVOL\sysvol\testlab.local\scripts\` on DC01 (Sysmon Event 11); DFS-R replicates the file as `\\testlab.local\SYSVOL\testlab.local\scripts\update.exe`,Calibrated - Not Benign,High,`copy` drops `policyupdate.exe` into the SYSVOL scripts share as `update.exe` on DC01; Sysmon Event 11 fires before any workstation logon — provides an independent upstream detection opportunity that does not require T1484.001 or T1037.003 to fire first,DC01,TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Sysmon,EventCode=1,Process Creation
