File,Step,Summary,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,Calibration Reason,ACW,Red Team Activity,Hosts,Users,Detection ID,Detection Description,Log Source,Event Filter,Data Component
Phase 2.md,Step 3 - Credential Access: LSASS Reflection Dump,react2shell HTTP C2 channel DFxxxx.tmp dump exfiltration,Exfiltration,T1041,Exfiltration Over C2 Channel,Windows,`node.exe` (IIS APPPOOL\react.testlab.local) exfiltrates >50 MB of data over the same HTTP eval channel used for C2 command execution — outbound response sizes deviate from the normal C2 command-output baseline (<1 KB per response) on react.testlab.local,Calibrated - Not Benign,-,Medium,react2shell `download` exfiltrates the XOR-encrypted LSASS dump over the existing react2shell HTTP C2 channel established in Phase 1 Step 1; same channel carries all stage/rename/decompress operations in this phase — data volume distinguishes exfiltration from normal C2 command traffic,react.testlab.local,IIS APPPOOL\react.testlab.local,AN0988,"Identifies suspicious outbound traffic volume mismatches from processes that typically do not generate network activity, particularly over C2 protocols like HTTPS, DNS, or custom TCP/UDP ports, following file or data access.",NSM:Flow,Flow/PCAP analysis for outbound payloads,Network Traffic Content
Phase 2.md,Step 3 - Credential Access: LSASS Reflection Dump,react2shell HTTP C2 channel DFxxxx.tmp dump exfiltration,Exfiltration,T1041,Exfiltration Over C2 Channel,Windows,`node.exe` (IIS APPPOOL\react.testlab.local) exfiltrates >50 MB of data over the same HTTP eval channel used for C2 command execution — outbound response sizes deviate from the normal C2 command-output baseline (<1 KB per response) on react.testlab.local,Calibrated - Not Benign,-,Medium,react2shell `download` exfiltrates the XOR-encrypted LSASS dump over the existing react2shell HTTP C2 channel established in Phase 1 Step 1; same channel carries all stage/rename/decompress operations in this phase — data volume distinguishes exfiltration from normal C2 command traffic,react.testlab.local,IIS APPPOOL\react.testlab.local,AN0988,"Identifies suspicious outbound traffic volume mismatches from processes that typically do not generate network activity, particularly over C2 protocols like HTTPS, DNS, or custom TCP/UDP ports, following file or data access.",WinEventLog:Security,"EventCode=4663, 4670, 4656",File Access
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command CertEnrollAgent Herpaderping loader PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\CertEnrollAgent.bin` on react.testlab.local — IIS web process dropping an executable binary to `C:\ProgramData\`,Calibrated - Not Benign,-,High,`stage` streams Herpaderping loader PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\CertEnrollAgent.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command CertEnrollAgent Herpaderping loader PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\CertEnrollAgent.bin` on react.testlab.local — IIS web process dropping an executable binary to `C:\ProgramData\`,Calibrated - Not Benign,-,High,`stage` streams Herpaderping loader PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\CertEnrollAgent.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=11,File Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command CertEnrollAgent Herpaderping loader PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\CertEnrollAgent.bin` on react.testlab.local — IIS web process dropping an executable binary to `C:\ProgramData\`,Calibrated - Not Benign,-,High,`stage` streams Herpaderping loader PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\CertEnrollAgent.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command go-thehash PtH toolkit PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\go-thehash.bin` on react.testlab.local — IIS web process staging a PtH toolkit binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,High,`stage` streams `go-thehash.exe` PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\go-thehash.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command go-thehash PtH toolkit PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\go-thehash.bin` on react.testlab.local — IIS web process staging a PtH toolkit binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,High,`stage` streams `go-thehash.exe` PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\go-thehash.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=11,File Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command go-thehash PtH toolkit PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\go-thehash.bin` on react.testlab.local — IIS web process staging a PtH toolkit binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,High,`stage` streams `go-thehash.exe` PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\go-thehash.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command ServiceInstaller SCM service installer PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\ServiceInstaller.bin` on react.testlab.local — IIS web process staging an SCM service installer binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,Medium,`stage` streams `ServiceInstaller.exe` PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\ServiceInstaller.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command ServiceInstaller SCM service installer PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\ServiceInstaller.bin` on react.testlab.local — IIS web process staging an SCM service installer binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,Medium,`stage` streams `ServiceInstaller.exe` PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\ServiceInstaller.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=11,File Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command ServiceInstaller SCM service installer PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\ServiceInstaller.bin` on react.testlab.local — IIS web process staging an SCM service installer binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,Medium,`stage` streams `ServiceInstaller.exe` PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\ServiceInstaller.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command NtServiceInstaller NT-native service installer PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\NtServiceInstaller.bin` on react.testlab.local — IIS web process staging an NT-native service installer binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,Medium,`stage` streams `NtServiceInstaller.exe` PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\NtServiceInstaller.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command NtServiceInstaller NT-native service installer PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\NtServiceInstaller.bin` on react.testlab.local — IIS web process staging an NT-native service installer binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,Medium,`stage` streams `NtServiceInstaller.exe` PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\NtServiceInstaller.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=11,File Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command NtServiceInstaller NT-native service installer PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\NtServiceInstaller.bin` on react.testlab.local — IIS web process staging an NT-native service installer binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,Medium,`stage` streams `NtServiceInstaller.exe` PE via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\NtServiceInstaller.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command policyupdate dnscat2 C2 PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\policyupdate.bin` on react.testlab.local — IIS web process staging a dnscat2 C2 binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,High,`stage` streams dnscat2 PE (as `policyupdate`) via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\policyupdate.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command policyupdate dnscat2 C2 PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\policyupdate.bin` on react.testlab.local — IIS web process staging a dnscat2 C2 binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,High,`stage` streams dnscat2 PE (as `policyupdate`) via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\policyupdate.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=11,File Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command policyupdate dnscat2 C2 PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\policyupdate.bin` on react.testlab.local — IIS web process staging a dnscat2 C2 binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,High,`stage` streams dnscat2 PE (as `policyupdate`) via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\policyupdate.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command policysync dnscat2 C2 PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\policysync.bin` on react.testlab.local — IIS web process staging a dnscat2 C2 binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,High,`stage` streams dnscat2 PE (as `policysync`) via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\policysync.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command policysync dnscat2 C2 PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\policysync.bin` on react.testlab.local — IIS web process staging a dnscat2 C2 binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,High,`stage` streams dnscat2 PE (as `policysync`) via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\policysync.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=11,File Creation
Phase 3-1.md,Step 1 - Ingress Tool Transfer: Stage Payloads on IIS01,react2shell stage command policysync dnscat2 C2 PE to C:\ProgramData,Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` writes valid PE to `C:\ProgramData\policysync.bin` on react.testlab.local — IIS web process staging a dnscat2 C2 binary to `C:\ProgramData\`,Not Calibrated - Not Benign,redundant@T1105,High,`stage` streams dnscat2 PE (as `policysync`) via eval channel into `global.__stageBuffer`; flushes as `C:\ProgramData\policysync.bin` in one `Buffer.from` write — valid PE,react.testlab.local (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe NTLM Pass-the-Hash authentication to DC01,Lateral Movement,T1550.002,Use Alternate Authentication Material: Pass the Hash,Windows,"`TESTLAB\Administrator` performs Logon Type 3 (NTLM, `LogonProcessName: NtLmSsp`) to DC01 from `10.12.10.20` (IIS01) — Security Event 4624 on DC01; NTLM lateral authentication from web-tier host to domain controller",Calibrated - Not Benign,-,Critical,`go-thehash.exe` authenticates to DC01 via raw NT hash; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),react.testlab.local → DC01,TESTLAB\Administrator,AN1144,"Detects anomalous NTLM LogonType 3 authentications that occur without accompanying domain logon events, especially from lateral systems or involving built-in administrative tools. Monitors for mismatches between source user context and system being accessed. Correlates LogonSession creation, NTLM authentications, and process/service initiation to identify suspicious use of stolen password hashes for remote access or service logon without password entry. Detects overpass-the-hash by combining Kerberos ticket issuance with NTLM-based lateral movement.",WinEventLog:Security,"EventCode=4624, 4648",Logon Session Creation
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe NTLM Pass-the-Hash authentication to DC01,Lateral Movement,T1550.002,Use Alternate Authentication Material: Pass the Hash,Windows,"`TESTLAB\Administrator` performs Logon Type 3 (NTLM, `LogonProcessName: NtLmSsp`) to DC01 from `10.12.10.20` (IIS01) — Security Event 4624 on DC01; NTLM lateral authentication from web-tier host to domain controller",Calibrated - Not Benign,-,Critical,`go-thehash.exe` authenticates to DC01 via raw NT hash; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),react.testlab.local → DC01,TESTLAB\Administrator,AN1144,"Detects anomalous NTLM LogonType 3 authentications that occur without accompanying domain logon events, especially from lateral systems or involving built-in administrative tools. Monitors for mismatches between source user context and system being accessed. Correlates LogonSession creation, NTLM authentications, and process/service initiation to identify suspicious use of stolen password hashes for remote access or service logon without password entry. Detects overpass-the-hash by combining Kerberos ticket issuance with NTLM-based lateral movement.",WinEventLog:Security,EventCode=4768,Active Directory Credential Request
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe NTLM Pass-the-Hash authentication to DC01,Lateral Movement,T1550.002,Use Alternate Authentication Material: Pass the Hash,Windows,"`TESTLAB\Administrator` performs Logon Type 3 (NTLM, `LogonProcessName: NtLmSsp`) to DC01 from `10.12.10.20` (IIS01) — Security Event 4624 on DC01; NTLM lateral authentication from web-tier host to domain controller",Calibrated - Not Benign,-,Critical,`go-thehash.exe` authenticates to DC01 via raw NT hash; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),react.testlab.local → DC01,TESTLAB\Administrator,AN1144,"Detects anomalous NTLM LogonType 3 authentications that occur without accompanying domain logon events, especially from lateral systems or involving built-in administrative tools. Monitors for mismatches between source user context and system being accessed. Correlates LogonSession creation, NTLM authentications, and process/service initiation to identify suspicious use of stolen password hashes for remote access or service logon without password entry. Detects overpass-the-hash by combining Kerberos ticket issuance with NTLM-based lateral movement.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe NTLM Pass-the-Hash authentication to DC01,Lateral Movement,T1550.002,Use Alternate Authentication Material: Pass the Hash,Windows,"`TESTLAB\Administrator` performs Logon Type 3 (NTLM, `LogonProcessName: NtLmSsp`) to DC01 from `10.12.10.20` (IIS01) — Security Event 4624 on DC01; NTLM lateral authentication from web-tier host to domain controller",Calibrated - Not Benign,-,Critical,`go-thehash.exe` authenticates to DC01 via raw NT hash; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),react.testlab.local → DC01,TESTLAB\Administrator,AN1144,"Detects anomalous NTLM LogonType 3 authentications that occur without accompanying domain logon events, especially from lateral systems or involving built-in administrative tools. Monitors for mismatches between source user context and system being accessed. Correlates LogonSession creation, NTLM authentications, and process/service initiation to identify suspicious use of stolen password hashes for remote access or service logon without password entry. Detects overpass-the-hash by combining Kerberos ticket issuance with NTLM-based lateral movement.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe SMB2 C$ admin share access on DC01,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,`TESTLAB\Administrator` accesses `\\DC01\C$` from `10.12.10.20` (IIS01) — Security Event 5140 on DC01; web-tier host opening admin share on domain controller,Not Calibrated - Not Benign,redundant@T1570,Medium,`go-thehash.exe put` uses an authenticated SMB2 session to reach the `C$` admin share; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),react.testlab.local → DC01,TESTLAB\Administrator,AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Security,"EventCode=4624, 4648",Logon Session Creation
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe SMB2 C$ admin share access on DC01,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,`TESTLAB\Administrator` accesses `\\DC01\C$` from `10.12.10.20` (IIS01) — Security Event 5140 on DC01; web-tier host opening admin share on domain controller,Not Calibrated - Not Benign,redundant@T1570,Medium,`go-thehash.exe put` uses an authenticated SMB2 session to reach the `C$` admin share; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),react.testlab.local → DC01,TESTLAB\Administrator,AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe SMB2 C$ admin share access on DC01,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,`TESTLAB\Administrator` accesses `\\DC01\C$` from `10.12.10.20` (IIS01) — Security Event 5140 on DC01; web-tier host opening admin share on domain controller,Not Calibrated - Not Benign,redundant@T1570,Medium,`go-thehash.exe put` uses an authenticated SMB2 session to reach the `C$` admin share; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md),react.testlab.local → DC01,TESTLAB\Administrator,AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe SMB2 lateral tool transfer to DC01 C:\ProgramData,Lateral Movement,T1570,Lateral Tool Transfer,Windows,`C:\ProgramData\CertEnrollAgent.exe` (valid PE) created on DC01 (`Image: System`) — Sysmon Event 11; PE binary staged to domain controller `C:\ProgramData\` by remote SMB session (source host attributed via correlated Security Event 5145/5140),Calibrated - Not Benign,-,Critical,`go-thehash.exe put` moves the dnscat2 payload and Herpaderping loader from IIS01 to DC01; file-transfer details are covered in [go-thehash.md](../further-reading/go-thehash.md),react.testlab.local → DC01,TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Security,EventCode=5140,Network Share Access
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe SMB2 lateral tool transfer to DC01 C:\ProgramData,Lateral Movement,T1570,Lateral Tool Transfer,Windows,`C:\ProgramData\CertEnrollAgent.exe` (valid PE) created on DC01 (`Image: System`) — Sysmon Event 11; PE binary staged to domain controller `C:\ProgramData\` by remote SMB session (source host attributed via correlated Security Event 5145/5140),Calibrated - Not Benign,-,Critical,`go-thehash.exe put` moves the dnscat2 payload and Herpaderping loader from IIS01 to DC01; file-transfer details are covered in [go-thehash.md](../further-reading/go-thehash.md),react.testlab.local → DC01,TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Sysmon,EventCode=11,File Creation
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe SMB2 lateral tool transfer to DC01 C:\ProgramData,Lateral Movement,T1570,Lateral Tool Transfer,Windows,`C:\ProgramData\CertEnrollAgent.exe` (valid PE) created on DC01 (`Image: System`) — Sysmon Event 11; PE binary staged to domain controller `C:\ProgramData\` by remote SMB session (source host attributed via correlated Security Event 5145/5140),Calibrated - Not Benign,-,Critical,`go-thehash.exe put` moves the dnscat2 payload and Herpaderping loader from IIS01 to DC01; file-transfer details are covered in [go-thehash.md](../further-reading/go-thehash.md),react.testlab.local → DC01,TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe outbound DCOM connection to DC01 port 135,Lateral Movement,T1021.003,Remote Services: Distributed Component Object Model,Windows,`go-thehash.exe` on IIS01 opens an outbound DCOM connection to DC01 (`10.12.10.10`) port 135 — Sysmon Event 3 on IIS01; web-tier process initiating endpoint-mapper session to domain controller,Calibrated - Not Benign,-,Medium,"`go-thehash.exe exec-wmi` calls `msdcom.NewDCOMConnection()` — a separate DCOM session independent of the SMB session used for file transfer; this is the transport layer for WMI execution and provides an earlier, independent detection opportunity before `wmiprvse.exe` spawns the payload; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md)",IIS01 → DC01,TESTLAB\Administrator,AN0791,"A remote DCOM invocation by a privileged account using RPC (port 135), followed by abnormal process instantiation or module loading on the remote system indicative of code execution.",WinEventLog:Security,"EventCode=4624, 4648",Logon Session Creation
Phase 3-1.md,Step 2 - Lateral Movement & C2 Execution: Pass-the-Hash to WMI with go-thehash on DC01,go-thehash.exe outbound DCOM connection to DC01 port 135,Lateral Movement,T1021.003,Remote Services: Distributed Component Object Model,Windows,`go-thehash.exe` on IIS01 opens an outbound DCOM connection to DC01 (`10.12.10.10`) port 135 — Sysmon Event 3 on IIS01; web-tier process initiating endpoint-mapper session to domain controller,Calibrated - Not Benign,-,Medium,"`go-thehash.exe exec-wmi` calls `msdcom.NewDCOMConnection()` — a separate DCOM session independent of the SMB session used for file transfer; this is the transport layer for WMI execution and provides an earlier, independent detection opportunity before `wmiprvse.exe` spawns the payload; implementation details are covered in [go-thehash.md](../further-reading/go-thehash.md)",IIS01 → DC01,TESTLAB\Administrator,AN0791,"A remote DCOM invocation by a privileged account using RPC (port 135), followed by abnormal process instantiation or module loading on the remote system indicative of code execution.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
