Step,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,Calibration Reason,ACW,Red Team Activity,Hosts,Users,Summary
"Step 1 - DC Credential Material, Archive & Encryption",Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,Security Event 4624 on IIS01: `TESTLAB\Administrator` Logon Type 3 from `10.12.10.10` (DC01 IP); Security Event 5145 on IIS01: `TESTLAB\Administrator` reads a file from `C$` — domain admin account authenticating from a DC IP to a web server's C$ share has no routine baseline; DC→web-server C$ access is anomalous for any expected admin workflow,Calibrated - Not Benign,-,Medium,DC01 dnscat2 shell authenticates to `\\IIS01\C$\` using the PtH Logon Type 3 `TESTLAB\Administrator` token and reads `PolicySyncSvc.exe`; SMB admin share used as the transfer mechanism for T1570,DC01 (10.12.10.10) → IIS01 (10.12.10.20),TESTLAB\Administrator,DC01 authenticates to IIS01 C$ using PtH Logon Type 3 token to pull PolicySyncSvc.exe
"Step 1 - DC Credential Material, Archive & Encryption",Collection,T1119,Automated Collection,Windows,N/A — C1: automated chain leaves no observable signal independent of the individual technique rows in this table; no per-row anomaly axis exists at the T1119 level,Not Calibrated - Not Benign,C1,Medium,"`PolicySyncSvc.exe` automates VSS creation via WMI, raw cluster reads for four credential targets, per-file AES-256-CBC encryption, shadow deletion, in-memory ZipArchive, and outer AES-256-CBC encryption without operator intervention",DC01 (10.12.10.10),TESTLAB\Administrator,"PolicySyncSvc.exe automates VSS creation, raw cluster reads, encryption, and archive"
"Step 1 - DC Credential Material, Archive & Encryption",Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,"`PolicySyncSvc.exe` on DC01 loaded by `RuntimeBroker.exe` ghost with a sparse IAT of exactly 2 entries (`GetModuleHandleW`, `GetProcAddress`) while performing raw file I/O (Sysmon Event 7: `kernel32.dll` module load) — a .NET binary executing kernel32 syscalls with only 2 PE imports is intrinsically anomalous",Calibrated - Not Benign,-,Low,"`PolicySyncSvc.exe` resolves `CreateFile`, `DeviceIoControl`, `ReadFile`, `SetFilePointerEx`, `GetFileSizeEx`, and `CloseHandle` at runtime via `GetProcAddress` — none present in the compiled IAT",DC01 (10.12.10.10),TESTLAB\Administrator,PolicySyncSvc.exe resolves kernel32 I/O APIs at runtime; only 2 IAT entries
"Step 1 - DC Credential Material, Archive & Encryption",Execution,T1047,Windows Management Instrumentation,Windows,"WMI-Activity/Operational Event 5857 on DC01: `Win32_ShadowCopy.Create()` invoked by `PolicySyncSvc.exe` (child of `RuntimeBroker.exe` ghost) — `Win32_ShadowCopy` WMI method called from outside a backup-agent or `vssadmin` parent chain, from a ghost process that is anomalous for any DC administrative workflow",Calibrated - Not Benign,-,Critical,`PolicySyncSvc.exe` creates and deletes a VSS shadow copy via WMI `Win32_ShadowCopy.Create()`/`.Delete()` — `vssadmin.exe` never spawned,DC01 (10.12.10.10),TESTLAB\Administrator,PolicySyncSvc.exe invokes Win32_ShadowCopy.Create() via WMI; no vssadmin.exe spawned
"Step 1 - DC Credential Material, Archive & Encryption",Defense Evasion,T1006,Direct Volume Access,Windows,`PolicySyncSvc.exe` on DC01 opens a raw volume handle to `\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy<N>` (Sysmon Event 9 RawAccessRead) — direct volume device access on a shadow copy path by a non-backup process under a ghost-process parent chain,Calibrated - Not Benign,-,High,"`PolicySyncSvc.exe` reads NTFS cluster data for `ntds.dit`, `SYSTEM`, `SAM`, and `SECURITY` via raw `ReadFile` on the shadow volume device handle — `FSCTL_GET_RETRIEVAL_POINTERS` used per-file for cluster map; actual reads bypass WdFilter.sys minifilter",DC01 (10.12.10.10),TESTLAB\Administrator,PolicySyncSvc.exe opens raw volume handle to shadow copy for direct NTFS cluster reads
"Step 1 - DC Credential Material, Archive & Encryption",Credential Access,T1003.003,OS Credential Dumping: NTDS,Windows,`PolicySyncSvc.exe` opens `GENERIC_READ \| FILE_FLAG_BACKUP_SEMANTICS` handle on `\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy<N>\Windows\NTDS\ntds.dit` (EDR kernel minifilter IRP_MJ_CREATE callback on shadow NTDS path; distinct from raw volume device handle in T1006),Calibrated - Not Benign,-,Critical,`PolicySyncSvc.exe` opens a backup-semantics file handle on the `ntds.dit` shadow path to retrieve its NTFS cluster map via `FSCTL_GET_RETRIEVAL_POINTERS` — the NTDS namespace access is the credential-targeting signal; actual data is read via the raw volume device handle (T1006),DC01 (10.12.10.10),TESTLAB\Administrator,Open ntds.dit on shadow copy with GENERIC_READ|FILE_FLAG_BACKUP_SEMANTICS
"Step 1 - DC Credential Material, Archive & Encryption",Collection,T1005,Data from Local System,Windows,N/A — C3: files are AES-256-CBC-encrypted at write time; no NTDS header or registry hive signature survives to the Sysmon Event 11 write event — the write is observable as T1074.001 (staging) not as T1005 (credential content),Not Calibrated - Not Benign,C3,Low,NTDS credential database and three registry hives harvested from shadow volume raw reads and written as AES-256-CBC-encrypted blobs to the staging directory,DC01 (10.12.10.10),TESTLAB\Administrator,AES-256-CBC encrypt per-file credential blobs before writing .tmp files
"Step 1 - DC Credential Material, Archive & Encryption",Collection,T1074.001,Data Staged: Local Data Staging,Windows,N/A — C1: staging directory creation and artifact writes are captured by T1005 (\.tmp blobs) and T1560.003 (certstore.cmd); no staging-specific anomaly axis exists beyond those write events,Not Calibrated - Not Benign,C1,Low,`C:\ProgramData\CertStore\` is the attacker's local staging directory; encrypted credential blobs accumulate here before `certstore.cmd` is written to `C:\ProgramData\` for relay via NETLOGON in Step 2,DC01 (10.12.10.10),TESTLAB\Administrator,C:\ProgramData\CertStore\ accumulates encrypted credential .tmp blobs
"Step 1 - DC Credential Material, Archive & Encryption",Collection,T1560.002,Archive Collected Data: Archive via Library,Windows,`PolicySyncSvc.exe` on DC01 loads `System.IO.Compression.dll` at runtime (Sysmon Event 7) — compression library module load by a ghost-process child on a DC; confirmable via static .NET IL inspection showing `ZipArchive` instantiated over `MemoryStream` with no corresponding file-write event for the archive,Calibrated - Not Benign,-,Medium,"`ZipArchive` over `MemoryStream` compresses four encrypted credential `.tmp` files entirely in-process — no child archival process spawned, no intermediate ZIP file on disk; in-memory buffer passed directly to outer AES-256-CBC step",DC01 (10.12.10.10),TESTLAB\Administrator,In-process ZipArchive over MemoryStream compresses four encrypted .tmp files
"Step 1 - DC Credential Material, Archive & Encryption",Collection,T1560.003,Archive Collected Data: Archive via Custom Method,Windows,"`PolicySyncSvc.exe` on DC01 writes four `.tmp` files with a random 16-byte prefix followed by opaque ciphertext (Sysmon Event 11), then writes `certstore.cmd` opening with `@echo off` batch stub wrapping base64-encoded ciphertext in `set _b=` (Sysmon Event 11) — static .NET IL confirms `AesCryptoServiceProvider` with `CipherMode.CBC`; both file structures deviate from expected binary layouts for their respective extensions",Calibrated - Not Benign,-,Medium,"`PolicySyncSvc.exe` applies AES-256-CBC (`AesCryptoServiceProvider`, delegated to Windows CNG) in two passes: per-file before each `.tmp` write, and over the in-memory ZIP buffer before writing `certstore.cmd` — ciphertext base64-encoded and wrapped in `@echo off` batch stub; random IV prepended per call",DC01 (10.12.10.10),TESTLAB\Administrator,AES-256-CBC encrypt ZIP buffer and write as certstore.cmd batch stub wrapper
"Step 1 - DC Credential Material, Archive & Encryption",Defense Evasion,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Windows,N/A — C1: certstore.cmd is syntactically indistinguishable from a valid batch script at the file-write signal level; evasion outcome of T1560.003 with no independent anomaly axis on the declared surface,Not Calibrated - Not Benign,C1,Low,`certstore.cmd` masked as a batch script via `@echo off` wrapper — base64-encoded AES ciphertext in `set _b=` passes text-based script parsers; evasion outcome of T1560.003; no independently scoreable signal beyond what T1560.003 already captures,DC01 (10.12.10.10),TESTLAB\Administrator,certstore.cmd @echo off wrapper masks base64 AES ciphertext as a batch script
Step 1B: Alternative Step for Archive Action in Step 1 - Archive via Utility (makecab LOLBin),Collection,T1560.001,Archive Collected Data: Archive via Utility,Windows,Sysmon Event 1 on DC01: `makecab.exe` spawns from `RuntimeBroker.exe` ghost (dnscat2 parent); command line shows `certstore.ddf` directive referencing `C:\ProgramData\CertStore`; Sysmon Event 11: `certstore.cab` created in `C:\ProgramData\`,Calibrated - Not Benign,-,Medium,`makecab.exe /f certstore.ddf` compresses the staged credential `.tmp` files in `CertStore\` into `certstore.cab`; invoked directly from within the dnscat2 ghost process — anomalous parent for a cabinet compression utility; distinct process-creation signal from the in-process ZipFile archiving in Step 1,DC01 (10.12.10.10),TESTLAB\Administrator,makecab.exe compresses CertStore credential files to certstore.cab (LOLBin path)
Step 2 - NETLOGON Relay & Exfiltration,Collection,T1074.001,Data Staged: Local Data Staging,Windows,"`cmd.exe` on DC01 (spawned from `RuntimeBroker.exe` ghost) writes `certstore.cmd` to `C:\Windows\SYSVOL\sysvol\testlab.local\scripts\` (Sysmon Event 11) — `RuntimeBroker.exe` ghost as parent for a SYSVOL logon-scripts write is the anomaly; legitimate logon script deployment originates from `explorer`, `PowerShell`, or GPMC",Calibrated - Not Benign,-,Medium,"`certstore.cmd` (AES-256-CBC-encrypted DC credential archive) copied into DC01's SYSVOL scripts directory as a NETLOGON relay staging point; DC01 PtH Logon Type 3 token cannot authenticate outbound to IIS01 — local write only, IIS01 pulls",DC01 (10.12.10.10),TESTLAB\Administrator,cmd.exe copies certstore.cmd to SYSVOL scripts dir for NETLOGON relay staging
Step 2 - NETLOGON Relay & Exfiltration,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,N/A — C1: machine-account NETLOGON access via Kerberos produces Security Events 4624/5145 on DC01 identical to routine GP refresh; no extension-agnostic discriminator exists for the staged filename,Not Calibrated - Not Benign,C1,Medium,IIS01 SYSTEM dnscat2 shell accesses `\\DC01\NETLOGON\` using `IIS01$` machine account Kerberos over SMB — single-hop avoids NTLM double-hop constraint of the DC01 PtH Logon Type 3 shell,IIS01 (10.12.10.20) → DC01 (10.12.10.10),IIS01$ (SYSTEM),IIS01 machine account accesses DC01 NETLOGON share via Kerberos SMB
Step 2 - NETLOGON Relay & Exfiltration,Collection,T1039,Data from Network Shared Drive,Windows,"`cmd.exe` on IIS01 writes `certstore.cmd` to `C:\inetpub\react.testlab.local\` via `copy` from a UNC source path (Sysmon Event 11) — `cmd.exe` as file-creator in an IIS web root directory is anomalous; expected writers are IIS management processes or deploy pipelines, not a shell command copying from a network path",Calibrated - Not Benign,-,High,"IIS01 SYSTEM dnscat2 shell reads `certstore.cmd` from `\\DC01\NETLOGON\` and stages it in the react web root — NETLOGON relay inverts the transfer direction: DC01 writes locally to SYSVOL, IIS01 pulls via single-hop SMB",IIS01 (10.12.10.20) → DC01 (10.12.10.10),IIS01$ (SYSTEM),IIS01 SYSTEM shell reads certstore.cmd from NETLOGON and stages into web root
Step 2 - NETLOGON Relay & Exfiltration,Exfiltration,T1041,Exfiltration Over C2 Channel,Windows,`node.exe` on IIS01 serves `C:\inetpub\react.testlab.local\certstore.cmd` content as successive HTTP 200 responses to attacker IP via the react2shell eval channel,Not Calibrated - Not Benign,redundant@T1041,High,react2shell `download C:\inetpub\react.testlab.local\certstore.cmd` exfiltrates the AES-256-CBC-encrypted DC credential archive via the existing react2shell HTTP eval channel — no new C2 channel opened,react.testlab.local,IIS APPPOOL\react.testlab.local,react2shell download exfiltrates certstore.cmd over existing HTTP eval channel
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Command and Control,T1105,Ingress Tool Transfer,Windows,`node.exe` (IIS APPPOOL\react.testlab.local) writes `C:\ProgramData\CertMaint.bin` on IIS01 — Sysmon Event 11; IIS AppPool-bound `node.exe` has no baseline for writing binary files to `C:\ProgramData\`,Not Calibrated - Not Benign,,High,"`stage` reads `impact.exe` locally, base64-encodes in Python memory, streams 2000-char chunks into `global.__stageBuffer` on target via eval, flushes decoded binary bytes in one `Buffer.from(__stageBuffer,'base64')` write — no child process spawned, no `.b64` on disk",IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,Stage impact.exe as CertMaint.bin on IIS01 via eval channel
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,"`CertMaint.exe` (NT AUTHORITY\SYSTEM on IIS01) loads `advapi32.dll` at runtime via `LoadLibraryW` (Sysmon Event 7: image load) — static PE scan of `CertMaint.exe` shows a sparse import table with SCM function names (`OpenSCManagerW`, `ControlService`, `StartServiceW`) visible only as stack strings, not PE import declarations",Calibrated - Not Benign,,Low,`CertMaint.exe` resolves all SCM API function pointers at startup via `LoadLibraryW`+`GetProcAddress` with stack-string names; no SCM function names appear in the IAT or `.rdata`; `advapi32.dll` module handle held for process lifetime,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,CertMaint.exe resolves all SCM function pointers via LoadLibraryW+GetProcAddress
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1490,Inhibit System Recovery,Windows,"`CertMaint.exe` (child of `cmd.exe`, SYSTEM integrity) loads `vssapi.dll` on IIS01 — Sysmon Event 7 module load; `vssapi.dll` loaded at runtime via `LoadLibraryW` by a non-backup-agent binary indicates COM-based VSS interaction outside normal backup agent paths",Calibrated - Not Benign,,Critical,`CertMaint.exe` deletes all VSS shadow copies on IIS01 via `IVssBackupComponents` COM interface loaded from `vssapi.dll`; no child process spawned — removes snapshot-based recovery path before database file encryption,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,CertMaint.exe deletes all VSS shadow copies via IVssBackupComponents COM interface
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1489,Service Stop,Windows,"Windows System Event 7036 on IIS01: `MSSQL$SQLEXPRESS` enters stopped state; Sysmon Event 1 in the same time window shows `CertMaint.exe` (NT AUTHORITY\SYSTEM, child of `cmd.exe`) as the active elevated process — service state change correlated with anomalous non-SQL binary",Calibrated - Not Benign,,High,`CertMaint.exe` stops `MSSQL$SQLEXPRESS` via SCM API to release exclusive OS file locks on `UploadPortalDB.mdf` and `UploadPortalDB_log.ldf`; service is restarted after encryption completes,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,CertMaint.exe stops MSSQL$SQLEXPRESS to release exclusive locks on database files
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1486,Data Encrypted for Impact,Windows,"Sysmon Event 11 on IIS01: `CertMaint.exe` (NT AUTHORITY\SYSTEM, child of `cmd.exe`) writes to `C:\Program Files\Microsoft SQL Server\MSSQL17.SQLEXPRESS\MSSQL\DATA\UploadPortalDB.mdf` and `UploadPortalDB_log.ldf`; expected writer for `.mdf`/`.ldf` files is `sqlservr.exe` (MSSQL$SQLEXPRESS service binary)",Calibrated - Not Benign,,Critical,"`CertMaint.exe` opens each database file with `GENERIC_READ\|GENERIC_WRITE`, extends it to PKCS7-padded length via `CreateFileMappingW`, and encrypts in-place with AES-256-CBC using embedded tiny-AES-c; `UploadPortalDB` becomes permanently unreadable (Error 824) without the decryption key",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,CertMaint.exe AES-256-CBC encrypts UploadPortalDB.mdf and .ldf in-place
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 13 on DC01: `powershell.exe` (child of `RuntimeBroker.exe` ghost) writes `LegalNoticeCaption` and `LegalNoticeText` string values under `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System`,Calibrated - Not Benign,,High,`Set-ItemProperty` modifies `LegalNoticeCaption` and `LegalNoticeText` on DC01 to display a ransom message at domain logon — affects all domain-joined machines drawing policy from this DC; indistinguishable from legitimate admin action without independent ghost-process detection (cross-row dependency on Herpaderping detection from Phase 1),DC01 (10.12.10.10),TESTLAB\Administrator,powershell.exe sets LegalNoticeCaption/Text on DC01 to display ransom logon banner
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Defense Evasion,T1112,Modify Registry,Windows,Sysmon Event 13 on DC01: `powershell.exe` sets `LegalNoticeCaption` (REG_SZ) and `LegalNoticeText` (REG_SZ) under `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System` via `Set-ItemProperty`; parent process is `RuntimeBroker.exe` ghost,Not Calibrated - Not Benign,,Low,Registry modification implementing the logon-banner defacement; same physical event as T1491.001 above but independently scored as a registry-modification behavior,DC01 (10.12.10.10),TESTLAB\Administrator,Modify LegalNoticeCaption/LegalNoticeText registry keys on DC01
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 11 on DC01: `powershell.exe` (child of `RuntimeBroker.exe` ghost) creates `README_DECRYPT.txt` at `C:\` and `C:\Users\Administrator\Desktop\`,Not Calibrated - Not Benign,,Low,"`Set-Content` drops ransom note text files at two paths on DC01; filename is adversary-controlled and not a valid detection criterion; without filename, the file write is indistinguishable from legitimate admin file creation — same ghost-parent dependency as the logon banner row",DC01 (10.12.10.10),TESTLAB\Administrator,powershell.exe drops README_DECRYPT.txt ransom note at C:\ and Desktop on DC01
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,"Sysmon Event 11 on IIS01: `powershell.exe` (NT AUTHORITY\SYSTEM) writes `C:\inetpub\upload.testlab.local\index.html`; `powershell.exe` running as SYSTEM is not a normal IIS web content writer — expected writer is an IIS AppPool service identity or recognized deployment tool (`msiexec.exe`, `robocopy.exe`)",Calibrated - Not Benign,,High,`Set-Content` from the SYSTEM dnscat2 shell overwrites the upload portal landing page (`C:\inetpub\upload.testlab.local\index.html`) with a ransom HTML page; `IIS APPPOOL\react.testlab.local` lacks write access to this directory — SYSTEM identity is required,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,powershell.exe SYSTEM overwrites upload portal index.html with ransom HTML page
